1964 481 321
259 123 3 0
196 162 2 1
260 123 3 0
197 162 2 1
261 123 3 0
198 162 2 1
199 162 2 1
200 162 2 1
201 162 2 1
202 162 2 1
197 232 2 1
262 193 3 0
198 232 2 1
263 193 3 0
199 232 2 1
264 193 3 0
200 232 2 1
265 193 3 0
201 232 2 1
266 193 3 0
202 232 2 1
267 193 3 0
203 232 2 1
268 193 3 0
194 131 2 1
195 131 2 1
196 131 2 1
197 131 2 1
198 131 2 1
199 131 2 1
200 131 2 1
196 201 2 1
261 162 3 0
197 201 2 1
262 162 3 0
198 201 2 1
263 162 3 0
199 201 2 1
264 162 3 0
200 201 2 1
265 162 3 0
201 201 2 1
266 162 3 0
202 201 2 1
267 162 3 0
198 271 2 1
199 271 2 1
192 100 2 1
200 271 2 1
193 100 2 1
201 271 2 1
194 100 2 1
202 271 2 1
195 100 2 1
203 271 2 1
196 100 2 1
204 271 2 1
197 100 2 1
198 100 2 1
256 131 3 0
257 131 3 0
258 131 3 0
259 131 3 0
260 131 3 0
196 170 2 1
261 131 3 0
197 170 2 1
262 131 3 0
198 170 2 1
199 170 2 1
200 170 2 1
201 170 2 1
202 170 2 1
197 240 2 1
198 240 2 1
199 240 2 1
264 201 3 0
200 240 2 1
265 201 3 0
201 240 2 1
266 201 3 0
202 240 2 1
267 201 3 0
203 240 2 1
268 201 3 0
195 139 2 1
196 139 2 1
197 139 2 1
198 139 2 1
199 139 2 1
200 139 2 1
201 139 2 1
196 209 2 1
197 209 2 1
262 170 3 0
198 209 2 1
263 170 3 0
199 209 2 1
264 170 3 0
200 209 2 1
201 209 2 1
265 170 3 0
266 170 3 0
202 209 2 1
267 170 3 0
268 170 3 0
193 108 2 1
194 108 2 1
195 108 2 1
196 108 2 1
197 108 2 1
198 108 2 1
199 108 2 1
257 139 3 0
258 139 3 0
259 139 3 0
260 139 3 0
196 178 2 1
261 139 3 0
197 178 2 1
262 139 3 0
198 178 2 1
263 139 3 0
199 178 2 1
200 178 2 1
201 178 2 1
202 178 2 1
197 248 2 1
198 248 2 1
199 248 2 1
200 248 2 1
201 248 2 1
202 248 2 1
203 248 2 1
195 147 2 1
196 147 2 1
197 147 2 1
198 147 2 1
199 147 2 1
200 147 2 1
201 147 2 1
196 217 2 1
197 217 2 1
262 178 3 0
198 217 2 1
263 178 3 0
199 217 2 1
264 178 3 0
200 217 2 1
265 178 3 0
201 217 2 1
266 178 3 0
202 217 2 1
267 178 3 0
268 178 3 0
193 116 2 1
194 116 2 1
195 116 2 1
196 116 2 1
197 116 2 1
198 116 2 1
199 116 2 1
258 147 3 0
259 147 3 0
260 147 3 0
196 186 2 1
261 147 3 0
197 186 2 1
262 147 3 0
198 186 2 1
263 147 3 0
199 186 2 1
264 147 3 0
200 186 2 1
201 186 2 1
202 186 2 1
197 256 2 1
198 256 2 1
199 256 2 1
192 85 2 1
200 256 2 1
193 85 2 1
201 256 2 1
194 85 2 1
202 256 2 1
195 85 2 1
203 256 2 1
196 85 2 1
197 85 2 1
198 85 2 1
256 116 3 0
257 116 3 0
258 116 3 0
259 116 3 0
196 155 2 1
260 116 3 0
197 155 2 1
198 155 2 1
199 155 2 1
200 155 2 1
201 155 2 1
202 155 2 1
196 225 2 1
197 225 2 1
262 186 3 0
198 225 2 1
263 186 3 0
199 225 2 1
264 186 3 0
200 225 2 1
265 186 3 0
201 225 2 1
266 186 3 0
202 225 2 1
267 186 3 0
268 186 3 0
546
1 2 1 195 82 3
1 2 1 195 82 3
1 2 1 195 83 3
1 2 1 195 83 3
1 2 1 195 84 3
1 2 1 195 84 3
1 2 1 195 85 3
1 2 1 195 85 3
1 2 1 195 86 3
1 2 1 195 86 3
1 2 1 195 87 3
1 2 1 195 87 3
1 2 1 195 88 3
1 2 1 195 88 3
1 2 1 195 89 3
1 2 1 195 89 3
1 2 1 195 90 3
1 2 1 195 90 3
1 2 1 195 91 3
1 2 1 195 91 3
1 2 1 195 92 3
1 2 1 195 92 3
1 2 1 195 93 3
1 2 1 195 93 3
1 2 1 195 94 3
1 2 1 195 94 3
1 2 1 195 95 3
1 2 1 195 95 3
1 2 1 195 96 3
1 2 1 195 96 3
1 2 1 195 97 3
1 2 1 195 97 3
1 2 1 195 98 3
1 2 1 195 98 3
1 2 1 195 99 3
1 2 1 195 99 3
1 2 1 195 100 3
1 2 1 195 100 3
1 2 1 195 101 3
1 2 1 195 101 3
1 2 1 195 102 3
1 2 1 195 102 3
1 2 1 195 103 3
1 2 1 195 103 3
1 2 1 195 104 3
1 2 1 195 104 3
1 2 1 195 105 3
1 2 1 195 105 3
1 2 1 196 106 3
1 2 1 196 106 3
1 2 1 196 107 3
1 2 1 196 107 3
1 2 1 196 108 3
1 2 1 196 108 3
1 2 1 196 109 3
1 2 1 196 109 3
1 2 1 196 110 3
1 2 1 196 110 3
1 2 1 196 111 3
1 2 1 196 111 3
1 2 1 196 112 3
1 2 1 196 112 3
1 2 1 196 113 3
1 2 1 196 113 3
1 2 1 196 114 3
1 2 1 196 114 3
1 2 1 196 115 3
1 2 1 196 115 3
1 2 1 196 116 3
1 2 1 196 116 3
1 2 1 196 117 3
1 2 1 196 117 3
1 2 1 196 118 3
1 2 1 196 118 3
1 2 1 196 119 3
1 2 1 196 119 3
1 2 1 196 120 3
1 2 1 196 120 3
1 2 1 196 121 3
1 2 1 196 121 3
1 2 1 196 122 3
1 2 1 196 122 3
1 2 1 196 123 3
1 2 1 196 123 3
1 2 1 197 124 3
1 2 1 197 124 3
1 2 1 197 125 3
1 2 1 197 125 3
1 2 1 197 126 3
1 2 1 197 126 3
1 2 1 197 127 3
1 2 1 197 127 3
1 2 1 197 128 3
1 2 1 197 128 3
1 2 1 197 129 3
1 2 1 197 129 3
1 2 1 197 130 3
1 2 1 197 130 3
1 2 1 197 131 3
1 2 1 197 131 3
1 2 1 197 132 3
1 2 1 197 132 3
1 2 1 197 133 3
1 2 1 197 133 3
1 2 1 197 134 3
1 2 1 197 134 3
1 2 1 198 135 3
1 2 1 198 135 3
1 2 1 198 136 3
1 2 1 198 136 3
1 2 1 198 137 3
1 2 1 198 137 3
1 2 1 198 138 3
1 2 1 198 138 3
1 2 1 198 139 3
1 2 1 198 139 3
1 2 1 198 140 3
1 2 1 198 140 3
1 2 1 198 141 3
1 2 1 198 141 3
1 2 1 198 142 3
1 2 1 198 142 3
1 2 1 198 143 3
1 2 1 198 143 3
1 2 1 198 144 3
1 2 1 198 144 3
1 2 1 198 145 3
1 2 1 198 145 3
1 2 1 198 146 3
1 2 1 198 146 3
1 2 1 198 147 3
1 2 1 198 147 3
1 2 1 198 148 3
1 2 1 198 148 3
1 2 1 199 149 3
1 2 1 199 149 3
1 2 1 199 150 3
1 2 1 199 150 3
1 2 1 199 151 3
1 2 1 199 151 3
1 2 1 199 152 3
1 2 1 199 152 3
1 2 1 199 153 3
1 2 1 199 153 3
1 2 1 199 154 3
1 2 1 199 154 3
1 2 1 199 155 3
1 2 1 199 155 3
1 2 1 199 156 3
1 2 1 199 156 3
1 2 1 199 157 3
1 2 1 199 157 3
1 2 1 199 158 3
1 2 1 199 158 3
1 2 1 199 159 3
1 2 1 199 159 3
1 2 1 199 160 3
1 2 1 199 160 3
1 2 1 199 161 3
1 2 1 199 161 3
1 2 1 199 162 3
1 2 1 199 162 3
1 2 1 199 163 3
1 2 1 199 163 3
1 2 1 199 164 3
1 2 1 199 164 3
1 2 1 199 165 3
1 2 1 199 165 3
1 2 1 199 166 3
1 2 1 199 166 3
1 2 1 199 167 3
1 2 1 199 167 3
1 2 1 199 168 3
1 2 1 199 168 3
1 2 1 199 169 3
1 2 1 199 169 3
1 2 1 199 170 3
1 2 1 199 170 3
1 2 1 199 171 3
1 2 1 199 171 3
1 2 1 199 172 3
1 2 1 199 172 3
1 2 1 199 173 3
1 2 1 199 173 3
1 2 1 199 174 3
1 2 1 199 174 3
1 2 1 199 175 3
1 2 1 199 175 3
1 2 1 199 176 3
1 2 1 199 176 3
1 2 1 199 177 3
1 2 1 199 177 3
1 2 1 199 178 3
1 2 1 199 178 3
1 2 1 199 179 3
1 2 1 199 179 3
1 2 1 199 180 3
1 2 1 199 180 3
1 2 1 199 181 3
1 2 1 199 181 3
1 2 1 199 182 3
1 2 1 199 182 3
1 2 1 199 183 3
1 2 1 199 183 3
1 2 1 199 184 3
1 2 1 199 184 3
1 2 1 199 185 3
1 2 1 199 185 3
1 2 1 199 186 3
1 2 1 199 186 3
1 2 1 199 187 3
1 2 1 199 187 3
1 2 1 199 188 3
1 2 1 199 188 3
1 2 1 199 189 3
1 2 1 199 189 3
1 2 1 199 190 3
1 2 1 199 190 3
1 2 1 199 191 3
1 2 1 199 191 3
1 2 1 199 192 3
1 2 1 199 192 3
1 2 1 199 193 3
1 2 1 199 193 3
1 2 1 199 194 3
1 2 1 199 194 3
1 2 1 199 195 3
1 2 1 199 195 3
1 2 1 199 196 3
1 2 1 199 196 3
1 2 1 199 197 3
1 2 1 199 197 3
1 2 1 199 198 3
1 2 1 199 198 3
1 2 1 199 199 3
1 2 1 199 199 3
1 2 1 199 200 3
1 2 1 199 200 3
1 2 1 199 201 3
1 2 1 199 201 3
1 2 1 199 202 3
1 2 1 199 202 3
1 2 1 199 203 3
1 2 1 199 203 3
1 2 1 199 204 3
1 2 1 199 204 3
1 2 1 199 205 3
1 2 1 199 205 3
1 2 1 199 206 3
1 2 1 199 206 3
1 2 1 199 207 3
1 2 1 199 207 3
1 2 1 199 208 3
1 2 1 199 208 3
1 2 1 199 209 3
1 2 1 199 209 3
1 2 1 199 210 3
1 2 1 199 210 3
1 2 1 199 211 3
1 2 1 199 211 3
1 2 1 199 212 3
1 2 1 199 212 3
1 2 1 199 213 3
1 2 1 199 213 3
1 2 1 199 214 3
1 2 1 199 214 3
1 2 1 199 215 3
1 2 1 199 215 3
1 2 1 199 216 3
1 2 1 199 216 3
1 2 1 199 217 3
1 2 1 199 217 3
1 2 1 199 218 3
1 2 1 199 218 3
1 2 1 199 219 3
1 2 1 199 219 3
1 2 1 199 220 3
1 2 1 199 220 3
1 2 1 199 221 3
1 2 1 199 221 3
1 2 1 199 222 3
1 2 1 199 222 3
1 2 1 199 223 3
1 2 1 199 223 3
1 2 1 199 224 3
1 2 1 199 224 3
1 2 1 199 225 3
1 2 1 199 225 3
1 2 1 199 226 3
1 2 1 199 226 3
1 2 1 199 227 3
1 2 1 199 227 3
1 2 1 199 228 3
1 2 1 199 228 3
1 2 1 199 229 3
1 2 1 199 229 3
1 2 1 199 230 3
1 2 1 199 230 3
1 2 1 199 231 3
1 2 1 199 231 3
1 2 1 200 232 3
1 2 1 200 232 3
1 2 1 200 233 3
1 2 1 200 233 3
1 2 1 200 234 3
1 2 1 200 234 3
1 2 1 200 235 3
1 2 1 200 235 3
1 2 1 200 236 3
1 2 1 200 236 3
1 2 1 200 237 3
1 2 1 200 237 3
1 2 1 200 238 3
1 2 1 200 238 3
1 2 1 200 239 3
1 2 1 200 239 3
1 2 1 200 240 3
1 2 1 200 240 3
1 2 1 200 241 3
1 2 1 200 241 3
1 2 1 200 242 3
1 2 1 200 242 3
1 2 1 200 243 3
1 2 1 200 243 3
1 2 1 200 244 3
1 2 1 200 244 3
1 2 1 200 245 3
1 2 1 200 245 3
1 2 1 200 246 3
1 2 1 200 246 3
1 2 1 200 247 3
1 2 1 200 247 3
1 2 1 200 248 3
1 2 1 200 248 3
1 2 1 200 249 3
1 2 1 200 249 3
1 2 1 200 250 3
1 2 1 200 250 3
1 2 1 200 251 3
1 2 1 200 251 3
1 2 1 200 252 3
1 2 1 200 252 3
1 2 1 200 253 3
1 2 1 200 253 3
1 2 1 200 254 3
1 2 1 200 254 3
1 2 1 200 255 3
1 2 1 200 255 3
1 2 1 200 256 3
1 2 1 200 256 3
1 2 1 200 257 3
1 2 1 200 257 3
1 2 1 200 258 3
1 2 1 200 258 3
1 2 1 200 259 3
1 2 1 200 259 3
1 2 1 200 260 3
1 2 1 200 260 3
1 2 1 200 261 3
1 2 1 200 261 3
1 2 1 201 262 3
1 2 1 201 262 3
1 2 1 201 263 3
1 2 1 201 263 3
1 2 1 201 264 3
1 2 1 201 264 3
1 2 1 201 265 3
1 2 1 201 265 3
1 2 1 201 266 3
1 2 1 201 266 3
1 2 1 201 267 3
1 2 1 201 267 3
1 2 1 201 268 3
1 2 1 201 268 3
1 2 1 201 269 3
1 2 1 201 269 3
1 2 1 201 270 3
1 2 1 201 270 3
1 2 1 201 271 3
1 2 1 201 271 3
1 2 1 201 272 3
1 2 1 201 272 3
1 2 1 202 273 3
1 3 0 258 118 3
1 3 0 258 118 3
1 3 0 258 119 3
1 3 0 258 119 3
1 3 0 258 120 3
1 3 0 258 120 3
1 3 0 258 121 3
1 3 0 258 121 3
1 3 0 258 122 3
1 3 0 258 122 3
1 3 0 258 123 3
1 3 0 258 123 3
1 3 0 258 124 3
1 3 0 258 124 3
1 3 0 258 125 3
1 3 0 258 125 3
1 3 0 258 126 3
1 3 0 258 126 3
1 3 0 259 127 3
1 3 0 259 127 3
1 3 0 259 128 3
1 3 0 259 128 3
1 3 0 259 129 3
1 3 0 259 129 3
1 3 0 259 130 3
1 3 0 259 130 3
1 3 0 259 131 3
1 3 0 259 131 3
1 3 0 259 132 3
1 3 0 259 132 3
1 3 0 259 133 3
1 3 0 259 133 3
1 3 0 260 134 3
1 3 0 260 134 3
1 3 0 260 135 3
1 3 0 260 135 3
1 3 0 260 136 3
1 3 0 260 136 3
1 3 0 260 137 3
1 3 0 260 137 3
1 3 0 260 138 3
1 3 0 260 138 3
1 3 0 260 139 3
1 3 0 260 139 3
1 3 0 260 140 3
1 3 0 260 140 3
1 3 0 261 141 3
1 3 0 261 141 3
1 3 0 261 142 3
1 3 0 261 142 3
1 3 0 261 143 3
1 3 0 261 143 3
1 3 0 261 144 3
1 3 0 261 144 3
1 3 0 261 145 3
1 3 0 261 145 3
1 3 0 261 146 3
1 3 0 261 146 3
1 3 0 261 147 3
1 3 0 261 147 3
1 3 0 262 148 3
1 3 0 262 148 3
1 3 0 262 149 3
1 3 0 262 149 3
1 3 0 262 150 3
1 3 0 262 150 3
1 3 0 262 151 3
1 3 0 262 151 3
1 3 0 262 152 3
1 3 0 262 152 3
1 3 0 262 153 3
1 3 0 262 153 3
1 3 0 262 154 3
1 3 0 262 154 3
1 3 0 262 155 3
1 3 0 262 155 3
1 3 0 263 156 3
1 3 0 263 156 3
1 3 0 263 157 3
1 3 0 263 157 3
1 3 0 263 158 3
1 3 0 263 158 3
1 3 0 263 159 3
1 3 0 263 159 3
1 3 0 263 160 3
1 3 0 263 160 3
1 3 0 263 161 3
1 3 0 263 161 3
1 3 0 264 162 3
1 3 0 264 162 3
1 3 0 264 163 3
1 3 0 264 163 3
1 3 0 264 164 3
1 3 0 264 164 3
1 3 0 264 165 3
1 3 0 264 165 3
1 3 0 264 166 3
1 3 0 264 166 3
1 3 0 265 167 3
1 3 0 265 167 3
1 3 0 265 168 3
1 3 0 265 168 3
1 3 0 265 169 3
1 3 0 265 169 3
1 3 0 265 170 3
1 3 0 265 170 3
1 3 0 265 171 3
1 3 0 265 171 3
1 3 0 265 172 3
1 3 0 265 172 3
1 3 0 265 173 3
1 3 0 265 173 3
1 3 0 265 174 3
1 3 0 265 174 3
1 3 0 265 175 3
1 3 0 265 175 3
1 3 0 265 176 3
1 3 0 265 176 3
1 3 0 265 177 3
1 3 0 265 177 3
1 3 0 265 178 3
1 3 0 265 178 3
1 3 0 265 179 3
1 3 0 265 179 3
1 3 0 265 180 3
1 3 0 265 180 3
1 3 0 265 181 3
1 3 0 265 181 3
1 3 0 265 182 3
1 3 0 265 182 3
1 3 0 265 183 3
1 3 0 265 183 3
1 3 0 265 184 3
1 3 0 265 184 3
1 3 0 265 185 3
1 3 0 265 185 3
1 3 0 265 186 3
1 3 0 265 186 3
1 3 0 265 187 3
1 3 0 265 187 3
1 3 0 265 188 3
1 3 0 265 188 3
1 3 0 265 189 3
1 3 0 265 189 3
1 3 0 265 190 3
1 3 0 265 190 3
1 3 0 265 191 3
1 3 0 265 191 3
1 3 0 265 192 3
1 3 0 265 192 3
1 3 0 265 193 3
1 3 0 265 193 3
1 3 0 265 194 3
1 3 0 265 194 3
1 3 0 265 195 3
1 3 0 265 195 3
1 3 0 265 196 3
1 3 0 265 196 3
1 3 0 265 197 3
1 3 0 265 197 3
1 3 0 265 198 3
1 3 0 265 198 3
1 3 0 266 199 3
